path	node	rank	remark
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Orientia	Orientia	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia	Rickettsia	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured	uncultured	genus	a
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593	S25-593	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade	SAR116 clade	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade;Candidatus Puniceispirillum	Candidatus Puniceispirillum	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SHWN-night2	SHWN-night2	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM1B06	SM1B06	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12	SM2D12	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;T9d	T9d	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34	TK34	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;uncultured	uncultured	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;S26-47	S26-47	order	a
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade	SAR11 clade	order	a
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Chesapeake-Delaware Bay	Chesapeake-Delaware Bay	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Deep 1	Deep 1	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;LD12 freshwater group	LD12 freshwater group	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1	Surface 1	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 1;Candidatus Pelagibacter	Candidatus Pelagibacter	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 2	Surface 2	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 3	Surface 3	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Surface 4	Surface 4	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;SB1-18	SB1-18	order	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales	Sneathiellales	order	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae	Sneathiellaceae	family	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella	Sneathiella	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales	Sphingomonadales	order	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;7B-8	7B-8	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;AKIW852	AKIW852	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;AKYG937	AKYG937	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;ctg-CGOF202	ctg-CGOF202	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;DSSF69	DSSF69	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Ellin6055	Ellin6055	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae	Erythrobacteraceae	family	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter	Altererythrobacter	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus	Croceicoccus	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter	Erythrobacter	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter	Porphyrobacter	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;uncultured	uncultured	genus	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Family Incertae Sedis	Family Incertae Sedis	family	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Family Incertae Sedis;Kiloniella	Kiloniella	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;GOBB3-C201	GOBB3-C201	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;JG34-KF-161	JG34-KF-161	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;M05-Pitesti	M05-Pitesti	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;MN 122.2a	MN 122.2a	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;ORCA-3N101	ORCA-3N101	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Plot4-2H12	Plot4-2H12	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;SD04E11	SD04E11	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	Sphingomonadaceae	family	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Blastomonas	Blastomonas	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	Novosphingobium	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingopyxis	Parasphingopyxis	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter	Sandaracinobacter	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus	Sandarakinorhabdus	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium	Sphingobium	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Sphingomonas	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis	Sphingopyxis	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella	Sphingosinicella	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Stakelama	Stakelama	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;uncultured	uncultured	genus	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas	Zymomonas	genus	''
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;SWB04	SWB04	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;uncultured	uncultured	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;WW2-159	WW2-159	family	a
Bacteria;Proteobacteria;Alphaproteobacteria;ss1-B-07-44	ss1-B-07-44	order	a
Bacteria;Proteobacteria;ARKDMS-49	ARKDMS-49	class	a
Bacteria;Proteobacteria;ARKICE-90	ARKICE-90	class	a
Bacteria;Proteobacteria;Betaproteobacteria	Betaproteobacteria	class	''
Bacteria;Proteobacteria;Betaproteobacteria;070125-BRIC7-5	070125-BRIC7-5	order	a
Bacteria;Proteobacteria;Betaproteobacteria;AK4AB2-03B	AK4AB2-03B	order	a
Bacteria;Proteobacteria;Betaproteobacteria;B1-7BS	B1-7BS	order	a
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales	Burkholderiales	order	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	Alcaligenaceae	family	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	Achromobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella	Advenella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes	Alcaligenes	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella	Bordetella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Brackiella	Brackiella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Candidimonas	Candidimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella	Castellaniella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Derxia	Derxia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;GKS98 freshwater group	GKS98 freshwater group	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Kerstersia	Kerstersia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;MWH-UniP1 aquatic group	MWH-UniP1 aquatic group	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella	Oligella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paenalcaligenes	Paenalcaligenes	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paralcaligenes	Paralcaligenes	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parasutterella	Parasutterella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pelistega	Pelistega	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pigmentiphaga	Pigmentiphaga	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas	Pusillimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella	Sutterella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Taylorella	Taylorella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;uncultured	uncultured	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae	Burkholderiaceae	family	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia	Burkholderia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Candidatus Glomeribacter	Candidatus Glomeribacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Candidatus Tremblaya	Candidatus Tremblaya	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas	Chitinimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	Cupriavidus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia	Lautropia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter	Limnobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea	Pandoraea	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter	Polynucleobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	Ralstonia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Thiomonas	Thiomonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;CM1G08	CM1G08	family	a
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	Comamonadaceae	family	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	Acidovorax	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Albidiferax	Albidiferax	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus	Alicycliphilus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium	Aquabacterium	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquincola	Aquincola	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Azohydromonas	Azohydromonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;BAL58 marine group	BAL58 marine group	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas	Brachymonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas	Caenimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caldimonas	Caldimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Chlorochromatium	Chlorochromatium	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	Comamonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter	Curvibacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	Delftia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter	Diaphorobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Giesbergeria	Giesbergeria	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga	Hydrogenophaga	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hylemonella	Hylemonella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella	Ideonella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Inhella	Inhella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Kinneretia	Kinneretia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Lampropedia	Lampropedia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix	Leptothrix	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans	Limnohabitans	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Macromonas	Macromonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Malikia	Malikia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Methylibium	Methylibium	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Mitsuaria	Mitsuaria	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	Ottowia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Paucibacter	Paucibacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas	Pelomonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Piscinibacter	Piscinibacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas	Polaromonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudacidovorax	Pseudacidovorax	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax	Pseudorhodoferax	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter	Ramlibacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter	Rhizobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax	Rhodoferax	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rivibacter	Rivibacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Roseateles	Roseateles	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax	Rubrivivax	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Schlegelella	Schlegelella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira	Simplicispira	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Sphaerotilus	Sphaerotilus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Tepidicella	Tepidicella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Tepidimonas	Tepidimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;uncultured	uncultured	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	Variovorax	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Verminephrobacter	Verminephrobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Xenophilus	Xenophilus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Xylophilus	Xylophilus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Family Incertae Sedis	Family Incertae Sedis	family	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Family Incertae Sedis;Thiomonas	Thiomonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	Oxalobacteraceae	family	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Actimicrobium	Actimicrobium	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Collimonas	Collimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella	Duganella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Glaciimonas	Glaciimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum	Herbaspirillum	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herminiimonas	Herminiimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium	Janthinobacterium	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia	Massilia	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalicibacterium	Oxalicibacterium	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter	Oxalobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Paucimonas	Paucimonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella	Pseudoduganella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Rugamonas	Rugamonas	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Telluria	Telluria	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;uncultured	uncultured	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium	Undibacterium	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;uncultured	uncultured	family	a
Bacteria;Proteobacteria;Betaproteobacteria;H2SRC138	H2SRC138	order	a
Bacteria;Proteobacteria;Betaproteobacteria;Hot Creek 32	Hot Creek 32	order	a
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales	Hydrogenophilales	order	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae	Hydrogenophilaceae	family	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Ferritrophicum	Ferritrophicum	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Hydrogenophilus	Hydrogenophilus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Petrobacter	Petrobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Sulfuricella	Sulfuricella	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Tepidiphilus	Tepidiphilus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Thiobacillus	Thiobacillus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;Thiobacter	Thiobacter	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;uncultured	uncultured	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales	Methylophilales	order	''
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae	Methylophilaceae	family	''
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;LD28 freshwater group	LD28 freshwater group	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus	Methylobacillus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylophilus	Methylophilus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera	Methylotenera	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylovorus	Methylovorus	genus	''
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade	OM43 clade	genus	a
Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;PRD01a011B	PRD01a011B	genus	a
